name,meaning,gender
Omkaita,Courage,Boy
Ashvadeep,Victory,Girl
Shanaesh,Blessing,Girl
Anmijit,Wisdom,Boy
Artaya,Peace,Girl
Kanejit,Light,Girl
Bhkaans,Hope,Girl
Deshiansh,Joy,Boy
Sumadev,Joy,Boy
Samiesh,Strength,Boy
Ommideep,Love,Girl
Ritadeep,Love,Girl
Garaesh,Wisdom,Boy
Raniveer,Strength,Boy
Jayaa,Harmony,Boy
Shalajit,Divine,Girl
Yaneika,Prosperity,Girl
Chavaveer,Faith,Girl
Hatadeep,Divine,Girl
Jasaay,Courage,Girl
Kavaansh,Courage,Girl
Manijit,Faith,Boy
Adiraesh,Harmony,Boy
Datan,Harmony,Girl
Tapadeep,Grace,Girl
Valoan,Kindness,Boy
Dilaans,Harmony,Girl
Bhnen,Energy,Boy
Risaansh,Light,Girl
Jataya,Prosperity,Boy
Mataveer,Divine,Girl
Sanaansh,Joy,Boy
Aynan,Courage,Girl
Bhneika,Wisdom,Girl
Divijit,Joy,Boy
Ommiansh,Energy,Girl
Sutaveer,Light,Girl
Shamaika,Divine,Boy
Haruita,Faith,Girl
Aryaa,Wisdom,Girl
Lashiraj,Courage,Girl
Chayaraj,Energy,Boy
Adineika,Prosperity,Boy
Trimaay,Brilliance,Girl
Adivian,Courage,Girl
Pramiita,Peace,Boy
Shadiya,Brilliance,Girl
Aarnen,Grace,Boy
Bhruay,Peace,Boy
Chaloan,Divine,Girl
Prapaav,Harmony,Girl
Aytaali,Joy,Girl
Omyaan,Light,Girl
Ansaesh,Courage,Girl
Rayaay,Harmony,Girl
Harudeep,Love,Girl
Kisadev,Faith,Girl
Yariika,Kindness,Boy
Ashvaraj,Strength,Girl
Naraan,Strength,Boy
Armajit,Joy,Boy
Daniesh,Blessing,Boy
Gaviali,Light,Girl
Paraesh,Peace,Boy
Lanijit,Faith,Boy
Triloita,Divine,Boy
Adishiali,Brilliance,Boy
Hamiraj,Strength,Girl
Anridev,Faith,Boy
Didiansh,Prosperity,Girl
Suraav,Joy,Boy
Arshijit,Wisdom,Girl
Omrua,Hope,Boy
Ardiay,Hope,Girl
Dilajit,Wisdom,Boy
Zaloesh,Light,Boy
Triloan,Love,Girl
Rilaesh,Peace,Girl
Ashruveer,Joy,Girl
Rasaans,Faith,Boy
Shavians,Faith,Girl
Shitaika,Love,Girl
Anriansh,Kindness,Girl
Aryaa,Divine,Boy
Natait,Kindness,Girl
Japajit,Hope,Boy
Deriit,Courage,Girl
Ayvait,Love,Boy
Dishiya,Courage,Girl
Adipadeep,Brilliance,Girl
Nadidev,Brilliance,Boy
Talaa,Energy,Girl
Diloali,Light,Girl
Aryan,Faith,Boy
Ashnedev,Light,Girl
Tririan,Joy,Girl
Lakaan,Faith,Boy
Omvian,Faith,Boy
Lamaika,Peace,Boy
Laviansh,Victory,Boy
Deshiita,Victory,Girl
Yanaan,Harmony,Boy
Avruita,Energy,Boy
Panaesh,Divine,Boy
Trimaans,Wisdom,Boy
Hasaansh,Peace,Boy
Pranait,Brilliance,Boy
Yaviesh,Prosperity,Boy
Arparaj,Energy,Girl
Halaan,Blessing,Boy
Gadidev,Light,Boy
Sharadeep,Energy,Boy
Anrians,Victory,Girl
Jarijit,Light,Boy
Ashnait,Wisdom,Girl
Arlaansh,Kindness,Girl
Valaansh,Strength,Girl
Avyaa,Kindness,Girl
Devian,Hope,Boy
Anriya,Peace,Boy
Rimait,Energy,Girl
Bhyait,Hope,Boy
Ardijit,Harmony,Boy
Nanidev,Strength,Girl
Ayriita,Energy,Boy
Aarmaya,Grace,Girl
Deraans,Kindness,Boy
Artaali,Joy,Girl
Arraita,Faith,Girl
Ayrait,Blessing,Boy
Bhriya,Strength,Boy
Vishians,Peace,Girl
Sataay,Divine,Boy
Rishiansh,Prosperity,Girl
Vatan,Brilliance,Boy
Tamait,Brilliance,Girl
Jaloan,Energy,Boy
Ashlaveer,Prosperity,Girl
Malojit,Faith,Girl
Trinia,Victory,Girl
Avran,Peace,Girl
Charudeep,Kindness,Boy
Shilaav,Blessing,Girl
Ishkaesh,Energy,Boy
Dirupreet,Light,Girl
Shitaita,Prosperity,Girl
Kavait,Energy,Boy
Daruveer,Energy,Boy
Annea,Light,Boy
Viviveer,Harmony,Girl
Avshin,Kindness,Boy
Aarlan,Peace,Boy
Baneansh,Strength,Girl
Navaay,Brilliance,Boy
Bhnedev,Joy,Boy
Kayaesh,Grace,Boy
Desaan,Blessing,Girl
Taniay,Wisdom,Boy
Aymadev,Joy,Boy
Yasaa,Hope,Boy
Ashsadeep,Blessing,Boy
Avviali,Peace,Boy
Shivipreet,Divine,Girl
Shiviesh,Kindness,Girl
Viraa,Peace,Girl
Zariansh,Light,Girl
Rasaika,Love,Boy
Dadiika,Prosperity,Girl
Bapadev,Divine,Girl
Sutaita,Peace,Boy
Aymajit,Grace,Boy
Lanan,Blessing,Girl
Ganin,Prosperity,Boy
Chamaesh,Divine,Girl
Tririali,Strength,Boy
Kidiika,Peace,Boy
Yavideep,Prosperity,Boy
Halaveer,Faith,Girl
Avdiesh,Blessing,Girl
Rariya,Joy,Boy
Ishvijit,Hope,Boy
Triruya,Victory,Girl
Pranaya,Prosperity,Girl
Kariansh,Energy,Boy
Ankaali,Peace,Boy
Zaruay,Faith,Girl
Bhmipreet,Victory,Boy
Omviita,Prosperity,Girl
Maviansh,Victory,Girl
Gayaya,Hope,Boy
Pranians,Harmony,Boy
Anniesh,Energy,Girl
Ashnadev,Joy,Boy
Sadiita,Strength,Boy
Bapajit,Strength,Boy
Avviveer,Brilliance,Girl
Virapreet,Energy,Girl
Mayaveer,Faith,Girl
Riviika,Strength,Girl
Zayaali,Harmony,Girl
Naloita,Joy,Girl
Vanaav,Peace,Girl
Avmaita,Strength,Boy
Bhnia,Kindness,Boy
Trivaans,Love,Boy
Rashiansh,Strength,Boy
Riraika,Kindness,Boy
Daria,Blessing,Boy
Aaniya,Brilliance,Girl
Shishian,Brilliance,Boy
Ishniraj,Faith,Girl
Yanaveer,Divine,Girl
Omlaesh,Divine,Girl
Aarpadev,Brilliance,Boy
Aamajit,Strength,Boy
Omneika,Peace,Boy
Aaruav,Energy,Boy
Ashyaesh,Prosperity,Boy
Vavajit,Joy,Girl
Ishsaansh,Prosperity,Girl
Visait,Hope,Girl
Aartaa,Energy,Girl
Vamaali,Prosperity,Boy
Anrudeep,Hope,Boy
Bhyaans,Strength,Girl
Vinaans,Faith,Boy
Avnadeep,Love,Boy
Shivaansh,Kindness,Girl
Baneya,Blessing,Girl
Masaansh,Faith,Boy
Japaita,Peace,Girl
Ardiveer,Light,Girl
Dakaveer,Light,Girl
Tritaika,Joy,Boy
Omran,Energy,Girl
Naniveer,Faith,Boy
Annaveer,Strength,Boy
Tririika,Wisdom,Girl
Prayajit,Peace,Girl
Ishvadeep,Light,Girl
Aaviay,Courage,Boy
Harijit,Love,Girl
Hamaya,Brilliance,Boy
Lapaali,Prosperity,Boy
Haneesh,Light,Girl
Kiriansh,Grace,Girl
Deparaj,Courage,Boy
Haviali,Grace,Girl
Bhviraj,Faith,Girl
Trivaya,Brilliance,Boy
Ishrua,Joy,Girl
Aarniay,Harmony,Girl
Vaniita,Kindness,Boy
Ishvidev,Wisdom,Girl
Kimajit,Kindness,Girl
Diviita,Prosperity,Boy
Bhniesh,Courage,Boy
Adirin,Divine,Girl
Rakaansh,Joy,Boy
Bhtadeep,Grace,Girl
Ripaan,Joy,Boy
Aaruveer,Harmony,Boy
Kiruraj,Divine,Boy
Arvan,Wisdom,Boy
Aamaansh,Brilliance,Girl
Aaruav,Hope,Girl
Ditaesh,Strength,Girl
Haloav,Divine,Girl
Kirijit,Peace,Boy
Anpaali,Brilliance,Girl
Ashkajit,Wisdom,Girl
Savadev,Light,Girl
Yadiesh,Wisdom,Boy
Ralait,Kindness,Boy
Tavaali,Hope,Girl
Riviesh,Courage,Girl
Aarvaita,Faith,Girl
Sataveer,Love,Girl
Ishniveer,Hope,Boy
Makaan,Prosperity,Girl
Ishniit,Strength,Girl
Shirian,Hope,Boy
Bataali,Wisdom,Girl
Rinaans,Prosperity,Boy
Ashlaita,Love,Girl
Aataansh,Victory,Girl
Damapreet,Faith,Girl
Gariansh,Wisdom,Girl
Ashmijit,Prosperity,Boy
Trivajit,Love,Girl
Sunaansh,Blessing,Girl
Kaneraj,Harmony,Girl
Tririans,Grace,Girl
Aanian,Faith,Girl
Aaviav,Kindness,Girl
Bhsaay,Divine,Girl
Suyajit,Joy,Girl
Lanen,Kindness,Girl
Ashnaesh,Light,Girl
Anvan,Prosperity,Boy
Kisaans,Blessing,Girl
Bhrun,Harmony,Boy
Yakaans,Faith,Girl
Kaloan,Faith,Boy
Chayaa,Faith,Girl
Badin,Kindness,Girl
Yaviya,Victory,Boy
Dinaita,Peace,Girl
Divaansh,Grace,Girl
Varaali,Divine,Girl
Aarvait,Harmony,Girl
Aylaveer,Grace,Boy
Dadiesh,Faith,Boy
Charudeep,Wisdom,Girl
Aarviay,Hope,Girl
Ramaveer,Grace,Boy
Pashian,Blessing,Girl
Ishmadeep,Light,Girl
Tamiraj,Energy,Boy
Takaay,Light,Girl
Tapait,Light,Girl
Zaniesh,Joy,Boy
Armiay,Grace,Boy
Adiraay,Courage,Girl
Pavadev,Light,Girl
Chapaa,Harmony,Girl
Chamiansh,Divine,Boy
Arneveer,Courage,Boy
Arpapreet,Blessing,Boy
Dimaita,Joy,Girl
Armiit,Hope,Girl
Aarnea,Kindness,Boy
Dinejit,Hope,Boy
Pamiay,Grace,Boy
Galaraj,Blessing,Boy
Shinin,Courage,Girl
Triladeep,Brilliance,Boy
Tavaa,Harmony,Girl
Sasaali,Hope,Girl
Annajit,Peace,Girl
Mapapreet,Joy,Girl
Adisajit,Blessing,Boy
Viriansh,Kindness,Boy
Ramaika,Love,Boy
Ishviali,Hope,Girl
Armiveer,Energy,Boy
Adinian,Grace,Boy
Jashideep,Light,Girl
Gania,Brilliance,Boy
Kimaya,Light,Boy
Haloay,Divine,Boy
Suneav,Brilliance,Boy
Hanaans,Victory,Boy
Panadev,Light,Boy
Payapreet,Joy,Girl
Bhpadev,Wisdom,Boy
Aataans,Faith,Boy
Panaans,Harmony,Girl
Ashmaraj,Joy,Girl
Dashians,Harmony,Girl
Kishin,Joy,Girl
Vadiali,Love,Girl
Tanaika,Strength,Boy
Vivians,Harmony,Boy
Kilaay,Joy,Girl
Suloans,Wisdom,Girl
Navaan,Light,Girl
Hadian,Kindness,Boy
Sarian,Courage,Girl
Rinaav,Light,Girl
Tashijit,Harmony,Girl
Dayaav,Blessing,Girl
Shanan,Brilliance,Girl
Ishruraj,Strength,Boy
Chaneali,Victory,Girl
Sumiya,Love,Girl
Shavian,Grace,Girl
Shiriay,Joy,Boy
Aataesh,Peace,Boy
Aapaav,Wisdom,Boy
Aartaraj,Love,Boy
Samaika,Love,Girl
Avvaika,Courage,Boy
Gakaesh,Grace,Boy
Aaraveer,Faith,Boy
Shadia,Harmony,Boy
Adimiay,Brilliance,Boy
Jariya,Kindness,Boy
Adiviya,Faith,Boy
Mavidev,Light,Boy
Halodev,Victory,Boy
Aanidev,Faith,Girl
Ishvaesh,Peace,Boy
Sayaveer,Kindness,Boy
Kinideep,Joy,Girl
Ashraan,Courage,Boy
Kipaali,Light,Girl
Ashnaav,Grace,Girl
Bhvaansh,Grace,Boy
Chavin,Hope,Girl
Ashniali,Hope,Boy
Ayyadeep,Kindness,Girl
Ayvaita,Courage,Boy
Naruya,Wisdom,Boy
Pasajit,Light,Girl
Shaneansh,Divine,Boy
Danian,Harmony,Girl
Ommaav,Hope,Boy
Zaneay,Brilliance,Girl
Chamidev,Faith,Girl
Desan,Love,Girl
Rirudeep,Kindness,Girl
Aaparaj,Wisdom,Boy
Omloans,Blessing,Girl
Anneveer,Prosperity,Girl
Naruesh,Light,Girl
Mataali,Love,Girl
Nayaav,Harmony,Boy
Pramiesh,Courage,Girl
Shaniya,Energy,Girl
Charuav,Brilliance,Girl
Valoya,Hope,Girl
Trineveer,Divine,Boy
Bhtaveer,Prosperity,Girl
Chaviit,Love,Girl
Avlaita,Courage,Girl
Samideep,Grace,Girl
Ritaansh,Faith,Girl
Daridev,Divine,Girl
Zashiveer,Strength,Girl
Aarnait,Blessing,Boy
Yaloika,Courage,Girl
Vinedev,Blessing,Girl
Shikaika,Victory,Boy
Aarruay,Peace,Boy
Kirijit,Energy,Boy
Yanepreet,Hope,Boy
Yaneveer,Blessing,Girl
Ditaveer,Victory,Boy
Naniveer,Kindness,Girl
Avnait,Energy,Boy
Arpaika,Prosperity,Boy
Bashiav,Faith,Girl
Shiloit,Strength,Boy
Chamiali,Light,Girl
Ladin,Prosperity,Girl
Adiriav,Divine,Boy
Zakan,Energy,Boy
Avlaesh,Light,Boy
Sharua,Light,Girl
Galoveer,Prosperity,Girl
Ganiali,Light,Boy
Yadiay,Prosperity,Girl
Ayrajit,Kindness,Girl
Namaay,Peace,Boy
Bhloita,Blessing,Boy
Lakait,Brilliance,Boy
Tririita,Faith,Girl
Vilojit,Faith,Girl
Prariraj,Strength,Boy
Radijit,Harmony,Boy
Namaraj,Blessing,Girl
Tatan,Blessing,Girl
Anloesh,Light,Boy
Vimaali,Brilliance,Boy
Adikaans,Harmony,Girl
Vikaesh,Prosperity,Girl
Aarkaali,Courage,Boy
Yashiav,Courage,Boy
Vadian,Strength,Boy
Zavaav,Wisdom,Girl
Zakaraj,Harmony,Girl
Aataraj,Love,Boy
Ayraveer,Strength,Boy
Yariay,Strength,Girl
Triloita,Prosperity,Girl
Dayaita,Joy,Boy
Ishyaya,Hope,Girl
Havapreet,Peace,Boy
Avtaika,Victory,Boy
Sariesh,Faith,Boy
Kilan,Divine,Girl
Aarloan,Wisdom,Girl
Anshin,Prosperity,Boy
Annaa,Joy,Girl
Anriita,Blessing,Boy
Jashian,Faith,Boy
Shivaesh,Prosperity,Boy
Kavadeep,Kindness,Boy
Chalaveer,Harmony,Boy
Aardiita,Energy,Girl
Shakait,Harmony,Boy
Tasaali,Blessing,Girl
Suloika,Blessing,Boy
Shashipreet,Brilliance,Boy
Dimadeep,Love,Boy
Chanadev,Grace,Boy
Pravait,Wisdom,Girl
Arneveer,Energy,Girl
Jashians,Divine,Girl
Ashlon,Energy,Girl
Ayraa,Grace,Boy
Variansh,Energy,Girl
Ishmiit,Strength,Boy
Praradeep,Hope,Girl
Kalaav,Wisdom,Girl
Triyaa,Victory,Girl
Dataika,Brilliance,Girl
Deyaali,Divine,Girl
Latadev,Light,Girl
Taraav,Courage,Boy
Avvijit,Love,Girl
Avrun,Light,Girl
Gaparaj,Joy,Boy
Bhniika,Energy,Girl
Dalajit,Courage,Girl
Dekaay,Wisdom,Girl
Adiyajit,Wisdom,Boy
Aasaveer,Grace,Girl
Ashnedeep,Hope,Boy
Kikaya,Kindness,Girl
Bhyaansh,Grace,Boy
Danaya,Prosperity,Girl
Rishiraj,Kindness,Girl
Halaveer,Energy,Boy
Sadiita,Divine,Boy
Mamaav,Love,Boy
Ayshian,Wisdom,Girl
Andiesh,Joy,Boy
Jakaansh,Brilliance,Girl
Riraansh,Peace,Girl
Viruit,Prosperity,Girl
Ashnedeep,Love,Girl
Jalaesh,Blessing,Girl
Viman,Kindness,Girl
Dariesh,Strength,Boy
Diriali,Harmony,Girl
Bhkaav,Courage,Girl
Vavaya,Peace,Girl
Bhraya,Kindness,Boy
Omyaya,Brilliance,Boy
Ripait,Wisdom,Girl
Aarvaika,Grace,Girl
Manaali,Faith,Boy
Kaneansh,Prosperity,Girl
Lakaa,Brilliance,Girl
Viriit,Blessing,Girl
Demiali,Courage,Girl
Paruali,Grace,Boy
Takaveer,Peace,Boy
Trilodev,Light,Boy
Kilaesh,Energy,Girl
Susaya,Harmony,Boy
Zarians,Faith,Boy
Zaraan,Courage,Boy
Risaali,Joy,Girl
Avyaans,Peace,Boy
Pamaan,Victory,Girl
Omdiansh,Faith,Girl
Ishtaesh,Blessing,Girl
Yadiali,Love,Girl
Ashnaans,Victory,Girl
Aarshia,Peace,Boy
Varidev,Joy,Boy
Anniit,Peace,Boy
Deshiraj,Courage,Girl
Kiyaita,Wisdom,Boy
Armijit,Divine,Boy
Ommaita,Wisdom,Boy
Diloali,Blessing,Boy
Gamiika,Faith,Boy
Rinedeep,Peace,Girl
Rishin,Faith,Girl
Hanejit,Hope,Girl
Shilaansh,Faith,Girl
Tapaali,Light,Girl
Adivaesh,Light,Boy
Arkapreet,Hope,Girl
Valoans,Faith,Boy
Ashloali,Blessing,Girl
Napan,Light,Girl
Viviveer,Blessing,Girl
Arviika,Faith,Boy
Ishrajit,Peace,Boy
Aylaveer,Strength,Boy
Kiruansh,Peace,Girl
Bhyan,Wisdom,Girl
Haraay,Prosperity,Girl
Kirua,Hope,Boy
Taraita,Grace,Boy
Deyapreet,Victory,Boy
Derupreet,Divine,Girl
Sanaveer,Joy,Boy
Karuraj,Harmony,Boy
Davians,Faith,Boy
Yashia,Kindness,Boy
Shiladeep,Wisdom,Boy
Aamaita,Victory,Girl
Omvan,Courage,Boy
Maladeep,Love,Girl
Avvan,Faith,Boy
Tavadev,Hope,Boy
Raraya,Energy,Girl
Ardian,Light,Boy
Yadiraj,Light,Girl
Gariraj,Love,Boy
Chamidev,Grace,Boy
Saloesh,Light,Girl
Varapreet,Kindness,Boy
Anrun,Joy,Girl
Deruay,Kindness,Boy
Ishmadev,Grace,Boy
Aylaa,Faith,Boy
Dikaita,Love,Girl
Nadipreet,Energy,Boy
Shamaali,Divine,Boy
Rilaya,Peace,Girl
Adimijit,Prosperity,Boy
Ramaa,Blessing,Boy
Chadiali,Joy,Boy
Namians,Divine,Boy
Anviraj,Kindness,Boy
Galaika,Peace,Boy
Sharuya,Victory,Girl
Avraan,Kindness,Girl
Chayan,Faith,Girl
Jasaveer,Hope,Girl
Rarait,Prosperity,Girl
Triyait,Hope,Girl
Dilaya,Kindness,Boy
Ashkaita,Light,Boy
Shavait,Hope,Boy
Aykaan,Brilliance,Boy
Aaryait,Joy,Girl
Pataav,Light,Girl
Avviya,Harmony,Boy
Ashsaesh,Hope,Boy
Bavadeep,Faith,Girl
Yasaraj,Hope,Girl
Taridev,Divine,Girl
Shanan,Peace,Girl
Arnaraj,Faith,Girl
Deneya,Grace,Girl
Talaay,Brilliance,Boy
Badijit,Wisdom,Boy
Shiviav,Strength,Girl
Hasaans,Victory,Girl
Nadiesh,Peace,Girl
Aaraesh,Victory,Boy
Havideep,Harmony,Boy
Janen,Hope,Girl
Valopreet,Harmony,Girl
Arpaans,Love,Boy
Chariansh,Light,Boy
Lasadeep,Divine,Boy
Adipaesh,Strength,Girl
Adiruraj,Faith,Girl
Bayaay,Kindness,Boy
Ishnaay,Light,Boy
Sumiveer,Peace,Boy
Shaniay,Wisdom,Boy
Rimiveer,Light,Boy
Banaraj,Light,Boy
Pararaj,Courage,Boy
Chavadev,Wisdom,Boy
Yayaya,Peace,Girl
Zasadev,Energy,Girl
Baruav,Prosperity,Boy
Gayaans,Victory,Girl
Arviali,Prosperity,Boy
Maneit,Divine,Girl
Aarvan,Energy,Girl
Yalodev,Strength,Boy
Chapaay,Grace,Boy
Nasaay,Harmony,Girl
Gakaay,Courage,Boy
Sulait,Blessing,Girl
Dediali,Kindness,Boy
Gashians,Faith,Boy
Prataali,Prosperity,Girl
Aydipreet,Joy,Girl
Chaloansh,Harmony,Boy
Gayan,Love,Boy
Ashnedev,Victory,Girl
Aarvaveer,Faith,Girl
Ditaita,Hope,Boy
Ayyapreet,Love,Boy
Supaya,Love,Boy
Aaneita,Faith,Girl
Raniali,Faith,Boy
Jakaika,Energy,Boy
Baruesh,Prosperity,Boy
Shariay,Strength,Boy
Kitadev,Courage,Boy
Rimideep,Energy,Boy
Bhneesh,Brilliance,Boy
Ayneali,Strength,Boy
Bhtaans,Light,Boy
Yadiya,Harmony,Girl
Aynijit,Light,Boy
Yatadeep,Prosperity,Girl
Aydideep,Love,Girl
Sukadeep,Courage,Boy
Bamapreet,Harmony,Girl
Panejit,Grace,Girl
Napaya,Faith,Girl
Annajit,Blessing,Boy
Chaviika,Brilliance,Boy
Rakadev,Kindness,Girl
Nashipreet,Peace,Boy
Vanipreet,Faith,Girl
Mavait,Brilliance,Girl
Diyaay,Strength,Girl
Dasan,Strength,Boy
Praviveer,Harmony,Boy
Namapreet,Kindness,Girl
Shinen,Kindness,Boy
Shamajit,Courage,Girl
Riyaans,Courage,Girl
Dipait,Hope,Girl
Shasan,Kindness,Girl
Shiloita,Blessing,Girl
Kikaali,Wisdom,Girl
Zaruya,Courage,Girl
Sayaraj,Love,Girl
Gavaika,Prosperity,Boy
Aarpan,Grace,Girl
Gadidev,Energy,Girl
Adimiya,Light,Boy
Detaesh,Blessing,Boy
Bhpait,Grace,Girl
Bhloesh,Courage,Girl
Papadev,Love,Boy
Chamians,Wisdom,Boy
Aymaveer,Peace,Girl
Chadiveer,Energy,Boy
Dikajit,Harmony,Girl
Adineita,Joy,Boy
Tanidev,Joy,Boy
Kadipreet,Energy,Boy
Kilojit,Kindness,Girl
Deyaika,Harmony,Boy
Aynipreet,Light,Girl
Kayaan,Courage,Boy
Aataraj,Harmony,Boy
Vakajit,Peace,Boy
Lanaav,Divine,Boy
Arraita,Love,Girl
Ardidev,Kindness,Boy
Jariesh,Brilliance,Girl
Omrupreet,Divine,Girl
Kitaav,Peace,Girl
Ishmia,Energy,Girl
Hatajit,Divine,Boy
Kivaa,Victory,Boy
Samaa,Harmony,Boy
Bania,Hope,Girl
Kadia,Faith,Boy
Kapaita,Harmony,Boy
Aaneraj,Peace,Girl
Derua,Harmony,Girl
Anpaveer,Harmony,Boy
Shanijit,Divine,Boy
Pamijit,Love,Boy
Dilaraj,Prosperity,Boy
Kania,Victory,Girl
Daviesh,Grace,Boy
Avmijit,Victory,Girl
Shishian,Faith,Girl
Makaav,Joy,Boy
Daniya,Energy,Girl
Aarrapreet,Energy,Girl
Trishidev,Light,Boy
Dakapreet,Faith,Girl
Aaniita,Blessing,Girl
Prakadeep,Grace,Girl
Hashidev,Brilliance,Girl
Vineveer,Love,Boy
Vineay,Grace,Girl
Kakaa,Light,Boy
Napaav,Strength,Boy
Davaan,Courage,Girl
Kiriay,Peace,Boy
Kamiraj,Blessing,Girl
Zamiveer,Love,Girl
Haloay,Grace,Boy
Avshiesh,Strength,Boy
Ashraali,Light,Girl
Kitadev,Harmony,Girl
Dimaita,Kindness,Girl
Yanan,Grace,Boy
Bhneya,Kindness,Boy
Sadiay,Harmony,Girl
Dilapreet,Peace,Girl
Layaay,Energy,Boy
Bapadev,Faith,Girl
Adiruika,Energy,Girl
Suvait,Peace,Boy
Trisan,Brilliance,Girl
Detajit,Grace,Boy
Darajit,Blessing,Girl
Ashkajit,Love,Girl
Omladev,Peace,Boy
Shiloraj,Light,Girl
Shanaika,Peace,Girl
Bariya,Light,Boy
Dariansh,Wisdom,Girl
Suvaav,Blessing,Boy
Desan,Brilliance,Boy
Paniay,Energy,Boy
Denipreet,Harmony,Girl
Havaali,Prosperity,Girl
Supaav,Energy,Boy
Bhsan,Hope,Boy
Kadin,Wisdom,Girl
Malaesh,Harmony,Girl
Ishneay,Harmony,Girl
Saraveer,Grace,Boy
Chalaveer,Peace,Boy
Malaav,Harmony,Boy
Surua,Brilliance,Girl
Omnea,Faith,Boy
Janeav,Harmony,Girl
Aasaika,Harmony,Boy
Ardiita,Courage,Girl
Nanideep,Joy,Girl
Charudev,Brilliance,Girl
Vashiya,Strength,Boy
Lakaraj,Energy,Girl
Suvin,Victory,Boy
Ashyaraj,Wisdom,Boy
Pamiansh,Peace,Boy
Avshiesh,Victory,Girl
Manaita,Faith,Girl
Raloya,Blessing,Girl
Viniita,Victory,Boy
Lanen,Joy,Boy
Aarkait,Victory,Girl
Payaan,Courage,Boy
Taneit,Peace,Boy
Lakajit,Kindness,Girl
Adishiraj,Light,Girl
Shaloraj,Courage,Boy
Sharua,Hope,Girl
Sushiesh,Strength,Girl
Arpaav,Blessing,Boy
Nakaa,Grace,Boy
Raneit,Brilliance,Boy
Arnean,Brilliance,Girl
Sudin,Wisdom,Boy
Avpaveer,Divine,Boy
Bakaay,Blessing,Girl
Dishian,Harmony,Girl
Avlaans,Light,Boy
Zakaraj,Wisdom,Boy
Omkaan,Harmony,Girl
Rashians,Strength,Girl
Sakaya,Energy,Girl
Janedeep,Harmony,Boy
Adiniita,Faith,Boy
Maruit,Courage,Boy
Supaansh,Faith,Boy
Nashiya,Energy,Girl
Aalaans,Brilliance,Girl
Pramiita,Blessing,Boy
Aarvian,Divine,Girl
Shidiay,Courage,Boy
Zanipreet,Grace,Girl
Diraveer,Peace,Boy
Anshiika,Love,Boy
Avviay,Blessing,Boy
Kimaay,Blessing,Girl
Jamapreet,Divine,Girl
Jaradev,Strength,Boy
Maniveer,Hope,Girl
Ashmiit,Joy,Boy
Daria,Peace,Girl
Omrijit,Wisdom,Boy
Shakaveer,Peace,Boy
Adishiesh,Kindness,Boy
Daladev,Faith,Boy
Vilaesh,Blessing,Girl
Ritaan,Grace,Girl
Dilaya,Joy,Boy
Naruansh,Wisdom,Girl
Ayrideep,Harmony,Boy
Sharaesh,Love,Girl
Daripreet,Victory,Boy
Kamiansh,Light,Boy
Ashlaans,Prosperity,Girl
Naraveer,Peace,Boy
Avkaita,Wisdom,Boy
Vashiika,Victory,Boy
Aakajit,Strength,Girl
Depait,Light,Girl
Sunan,Grace,Girl
Chavians,Grace,Girl
Arneansh,Wisdom,Boy
Omniika,Wisdom,Girl
Ripan,Grace,Boy
Aavadeep,Brilliance,Girl
Hayaansh,Wisdom,Boy
Armiansh,Prosperity,Girl
Layaveer,Courage,Boy
Suloans,Prosperity,Boy
Yaraika,Blessing,Girl
Adinapreet,Faith,Girl
Datan,Energy,Boy
Chamaa,Grace,Boy
Bhmipreet,Love,Girl
Triyaan,Love,Boy
Pranidev,Divine,Girl
Pataan,Grace,Girl
Shadiita,Grace,Girl
Saviveer,Kindness,Girl
Aanaya,Courage,Girl
Anneesh,Prosperity,Girl
Kiriita,Love,Boy
Adirideep,Kindness,Girl
Chashiay,Light,Girl
Viruika,Wisdom,Boy
Kaneesh,Joy,Boy
Avkaa,Kindness,Boy
Bavaan,Harmony,Girl
Hashiansh,Brilliance,Boy
Riraay,Grace,Boy
Bhsaika,Courage,Girl
Rinian,Light,Boy
Nadiay,Energy,Girl
Hayadeep,Grace,Boy
Ashkaraj,Prosperity,Girl
Adivaveer,Love,Boy
Tanaan,Wisdom,Boy
Shidiali,Divine,Boy
Ishkapreet,Grace,Boy
Shishiansh,Victory,Girl
Rashiraj,Faith,Girl
Deyajit,Love,Boy
Layaita,Courage,Girl
Kapaa,Divine,Girl
Daria,Grace,Girl
Rilaika,Prosperity,Boy
Aysaraj,Love,Boy
Bhdiveer,Victory,Boy
Jasait,Wisdom,Boy
Banideep,Faith,Girl
Anyaali,Divine,Boy
Gakaansh,Joy,Girl
Sariali,Strength,Boy
Triradeep,Energy,Girl
Suvaveer,Grace,Girl
Paloali,Joy,Boy
Navaans,Strength,Girl
Rariesh,Blessing,Boy
Aakadev,Divine,Boy
Bhnideep,Prosperity,Boy
Ashmiya,Faith,Boy
Ripaay,Hope,Boy
Naruan,Energy,Boy
Aykaika,Kindness,Girl
Dineita,Harmony,Girl
Avdiita,Energy,Boy
Arraesh,Hope,Boy
Bavaraj,Joy,Boy
Zashiansh,Harmony,Girl
Avmadev,Blessing,Girl
Deraali,Energy,Girl
Kashiali,Hope,Girl
Dataya,Prosperity,Girl
Sutaa,Kindness,Girl
Ankajit,Grace,Boy
Pashiay,Joy,Boy
Davaa,Love,Girl
Bapaesh,Strength,Girl
Vimaay,Courage,Boy
Tania,Strength,Girl
Bhmiya,Light,Girl
