Name,Gender,Meaning
Adaya,Female,(American) a form of Ada.
Adayah,Female,(American) a form of Ada.
Adayja,Female,(American) a form of Ada.
Adayjah,Female,(American) a form of Ada.
Adayr,Both,(Greek) a form of Adara.
Adayra,,
Adayrah,,
Adayre,Both,(Greek) a form of Adara.
Adda,Female,(German) a short form of Adelaide.
Addair,Both,(Scottish) oak-tree ford.
Addaire,Both,(Scottish) oak-tree ford.
Addal,Female,"(German, Spanish) noble."
Addala,Female,"(German, Spanish) noble."
Addaly,Female,"(German, Spanish) noble."
Addalyn,Female,(Spanish) a form of Adalia.
Addalynn,Female,(Spanish) a form of Adalia.
Addam,Male,"(Phoenician, Hebrew) a form of Adam."
Addams,Male,(Hebrew) son of Adam.
Addamson,Male,(Hebrew) son of Adam.
Addar,Both,(Scottish) oak-tree ford.
Addare,Both,(Scottish) oak-tree ford.
Addayr,Both,(Scottish) oak-tree ford.
Adde,Female,"(Greek, German) a familiar form of Adelaide, Adrienne."
Addee,Female,"(Greek, German) a familiar form of Adelaide, Adrienne."
Addel,,
Addey,Both,"(Greek, German) a familiar form of Adelaide, Adrienne."
Addi,Both,"(Greek, German) a familiar form of Adelaide, Adrienne."
Addia,Female,"(Greek, German) a familiar form of Adelaide, Adrienne."
Addiah,Female,(American) a form of Ada.
Addie,Female,"(Greek, German) a familiar form of Adelaide, Adrienne."
Addilyn,Female,(English) noble.
Addilynn,Female,(English) a form of Adelaide.
Addin,Male,(Hebrew) pleasant.
Addis,Both,(English) Addison
Addisen,Both,(English) Addison
Addison,Both,(English)
Addisson,Both,(English) Addison
Addisun,Both,(English) son of Adam.
Addisyn,Both,(English) Addison
Addlai,Male,(Hebrew) my ornament.
Addlar,Male,(German) eagle.
Addlay,Male,(Hebrew) my ornament.
Addler,Male,(German) eagle.
Addo,Male,(Ghanaian) king of the path.
Addof,Male,(German) noble wolf.
Addoff,Male,(German) noble wolf.
Addofo,Male,(Spanish) a form of Adolf.
Addolorata,Female,(Italian) a form of Dolores.
Addoson,Both,(English) son of Adam.
Addrian,Both,(English) a form of Adrienne.
Addrianna,Female,(Italian) forms of Adrienne.
Addriyanna,Female,(Italian) forms of Adrienne.
Addyn,Male,(Hebrew) pleasant.
Addyre,Both,(Scottish) oak-tree ford.
Addyson,Female,(English) forms of Addison.
Ade,Male,(Yoruba) royal.
Adea,,
Adeala,Female,(Arabic) equal.
Adeana,Female,(German) ennobled by victory.
Adeanah,Female,(German) ennobled by victory.
Adeane,Female,(German) ennobled by victory.
Adee,Female,"(Greek, German) a familiar form of Adelaide, Adrienne."
Adeel,Male,(Arabic) a form of Adil.
Adeela,Female,(Arabic) equal.
Adeen,Female,(German) ennobled by victory.
Adeena,Female,(German) ennobled by victory.
Adeenah,Female,(German) ennobled by victory.
Adeene,Female,(German) ennobled by victory.
Adeev,Male,(Hebrew) pleasant; gentle.
Adei,Female,"(Greek, German) a familiar form of Adelaide, Adrienne."
Adejah,Female,(American) a form of Ada.
Adel,Male,(German) a short form of Adelard.
Adela,Female,(English) a short form of Adelaide.
Adelade,Female,(German) noble and serene.
Adelae,Female,(English) a short form of Adelaide.
Adelah,Female,(English) a short form of Adelaide.
Adelaid,Female,(German) noble and serene.
Adelaida,Female,(German) a form of Adelaide.
Adelaide,Female,(German) noble and serene.
Adelaine,Female,(English) a form of Adelaide.
Adelais,Female,(French) a form of Adelaide.
Adelaisa,Female,(Italian) a form of Adelaida.
Adelar,Male,(German) noble; courageous.
Adelard,Male,(German) noble; courageous.
Adelarde,Male,(German) noble; courageous.
Adelardo,Male,(Greek) the daring prince.
Adelayd,Female,(German) noble and serene.
Adelayda,Female,(German) a form of Adelaide.
Adelaydah,Female,(German) a form of Adelaide.
Adelayde,Female,(German) noble and serene.
Adelbert,Male,"(German, French) noble and bright."
Adele,Female,"(English) short forms of Adelaide, Adeline."
Adeleana,Female,(English) a form of Adeline.
Adelei,Female,(German) noble and serene.
Adeleine,Female,(English) a form of Adelaide.
Adelelmo,Male,(German) noble protector.
Adelena,Female,(English) a form of Adeline.
Adelfa,Female,(Greek) sister.
Adelfah,Female,(Greek) sister.
Adelfe,Female,(Greek) sister.
Adelfia,Female,(Greek) sister.
Adelfo,Male,(Greek) male friend.
Adelgario,Male,(German) noble lance.
Adelhard,Male,(German) noble; courageous.
Adelheid,Female,(German) noble and serene.
Adelia,Female,(Spanish) a form of Adelaide.
Adeliade,Female,(German) noble and serene.
Adeliana,Female,(English) a form of Adeline.
Adelice,Female,(Greek) truthful.
Adelicia,Female,(English) a form of Alice.
Adelie,Female,"(English) short forms of Adelaide, Adeline."
Adelin,Female,(English) a form of Adelaide.
Adelina,Female,(English) a form of Adeline.
Adelind,Female,(English) a form of Adelaide.
Adelinda,Female,(Teutonic) noble; serpent.
Adelindah,Female,(Teutonic) noble; serpent.
Adeline,Female,(English) a form of Adelaide.
Adelino,Male,(Greek) the daring prince.
Adelio,Male,(Spanish) father of the noble prince.
Adelista,Female,(English) a short form of Adelaide.
Adelita,Female,(English) a form of Adelaide.
Adeliya,Female,(English) a form of Adelaide.
Adelka,Female,(German) a form of Adelaide.
Adell,Female,"(English) short forms of Adelaide, Adeline."
Adella,Female,(English) a short form of Adelaide.
Adelle,Female,"(English) short forms of Adelaide, Adeline."
Adellena,Female,(English) a form of Adeline.
Adellyna,Female,(English) a form of Adeline.
Adelma,Female,(Teutonic) protector of the needy.
Adelmaro,Male,(Greek) distinguished because of his lineage.
Adelmira,Female,(Arabic) exalted.
Adelmo,Male,(German) noble protector.
Adelpha,Female,(Greek) sister.
Adelphah,Female,(Greek) sister.
Adelphe,Female,(Greek) sister.
Adelphia,Female,(Greek) sister.
Adelphya,Female,(Greek) sister.
Adelphyah,Female,(Greek) sister.
Adelric,Male,(German) noble ruler.
Adelrich,Male,(German) noble ruler.
Adelrick,Male,(German) noble ruler.
Adelrik,Male,(German) noble ruler.
Adelryc,Male,(German) noble ruler.
Adelryck,Male,(German) noble ruler.
Adelryk,Male,(German) noble ruler.
Adeltruda,Female,(German) strong and noble.
Adelvina,Female,(German) ennobled by victory.
Adelya,Female,(English) a short form of Adelaide.
Adelyah,Female,(English) a short form of Adelaide.
Adelyn,Female,(English) a form of Adelaide.
Adelynda,Female,(Teutonic) noble; serpent.
Adelyndah,Female,(Teutonic) noble; serpent.
Adelyne,Female,(English) a form of Adelaide.
Adelynn,Female,(English) a form of Adelaide.
Adelynne,Female,(English) a form of Adelaide.
Adem,,
Ademar,Male,(German) he whose battles have made him distinguished; celebrated and famous combatant.
Ademaro,Male,(German) he whose battles have made him distinguished; celebrated and famous combatant.
Aden,Male,(Arabic) Geography: a region in southern Yemen.
Adenah,Female,(German) ennobled by victory.
Adene,Female,(German) ennobled by victory.
Adenia,Female,(German) ennobled by victory.
Adenna,Female,(German) ennobled by victory.
Adeola,Female,(Arabic) equal.
Ader,Female,(Hebrew) strong.
Adera,Female,(Hebrew) strong.
Aderah,Female,(Hebrew) strong.
Aderito,Male,(German) strong and powerful.
Aderra,Female,(Hebrew) strong.
Adesha,Female,"(Greek) odyssey, long voyage."
Adeshia,Female,"(Greek) odyssey, long voyage."
Adessa,Female,"(Greek) odyssey, long voyage."
Adessia,Female,"(Greek) odyssey, long voyage."
Adev,Male,(Hebrew) pleasant; gentle.
Adey,Female,"(Greek, German) a familiar form of Adelaide, Adrienne."
Adeye,Female,"(Greek, German) a familiar form of Adelaide, Adrienne."
Adham,Male,(Arabic) black.
Adhamh,,
Adhara,Female,(Arabic) maiden.
Adhelmar,Male,(Greek) ennobled by his battles.
Adhemar,Male,(German) he whose battles have made him distinguished; celebrated and famous combatant.
Adhira,Female,(Hebrew) strong.
Adi,Both,"(Greek, German) a familiar form of Adelaide, Adrienne."
Adia,Female,(Swahili) gift.
Adiah,,
Adian,Male,(Irish) a form of Aidan.
Adiana,Female,(Hebrew) a form of Adena.
Adie,Female,"(Greek, German) a familiar form of Adelaide, Adrienne."
Adiel,Both,(Hebrew) ornament of the Lord.
Adiela,Female,(Hebrew) ornament of the Lord.
Adielah,Female,(Hebrew) ornament of the Lord.
Adiele,Female,(Hebrew) ornament of the Lord.
Adiell,Female,(Hebrew) ornament of the Lord.
Adiella,Female,(Hebrew) ornament of the Lord.
Adielle,Female,(Hebrew) ornament of the Lord.
Adien,Female,(Welsh) beautiful.
Adiena,Female,(Hebrew) a form of Adena.
Adil,Male,(Arabic) just; wise.
Adila,Female,(Arabic) equal.
Adilah,Female,(Arabic) equal.
Adile,Female,"(English) short forms of Adelaide, Adeline."
Adileena,Female,(English) a form of Adeline.
Adileh,Female,(Arabic) equal.
Adilen,Female,(English) a form of Adeline.
Adilene,Female,(English) a form of Adeline.
Adileni,Female,(English) a form of Adeline.
Adilenne,Female,(English) a form of Adeline.
Adilia,Female,(Arabic) equal.
Adill,Male,(Arabic) just; wise.
Adim,,
Adimar,Male,(German) he whose battles have made him distinguished; celebrated and famous combatant.
Adin,Male,(Hebrew) pleasant.
Adina,Female,(Hebrew) a form of Adena.
Adinah,Female,(Hebrew) a form of Adena.
Adine,Female,(Hebrew) a form of Adena.
Adinna,Female,(Hebrew) a form of Adena.
Adino,Male,(Hebrew) adorned.
Adiosdado,Male,(Latin) given by God.
Adir,Male,(Hebrew) majestic; noble.
Adira,Female,(Hebrew) strong.
Adirah,Female,(Hebrew) strong.
Adirana,Female,(Hebrew) strong.
Adis,Both,(English) a form of Addison.
Adisa,Male,(Ghanaian) one who teaches us.
Adisen,Both,(English) a form of Addison.
Adison,Both,(English) a form of Addison.
Adisson,Both,(English) a form of Addison.
Adisynne,Both,(English) a form of Addison.
Aditee,Female,(Hindi) unbound.
Adithi,Female,(Hindi) unbound.
Aditi,Female,(Hindi) unbound.
Aditie,Female,(Hindi) unbound.
Aditti,Female,(Hindi) unbound.
Adity,Female,(Hindi) unbound.
Aditya,Male,(Hindi) sun.
Adiv,Male,(Hebrew) pleasant; gentle.
Adjatay,Male,(Cameroon) prince.
Adjutor,Male,(Latin) one who helps.
Adla,Female,(Hebrew) my ornament.
Adlai,Male,(Hebrew) my ornament.
Adlar,Male,(German) eagle.
Adlay,Male,(Hebrew) my ornament.
Adlea,Male,(Turkish) just; wise.
Adlee,Male,(Turkish) just; wise.
Adleigh,Female,(Hebrew) my ornament.
Adlen,Female,(English) a form of Adeline.
Adlena,Female,(English) a form of Adeline.
Adlene,Female,(English) a form of Adeline.
Adleni,Female,(Hebrew) my ornament.
Adler,Male,(German) eagle.
Adley,Male,(Turkish) just; wise.
Adli,Male,(Turkish) just; wise.
Adlie,Male,(Turkish) just; wise.
Adlin,Female,(English) a form of Adelaide.
Adline,Female,(English) a form of Adelaide.
Adly,Male,(Turkish) just; wise.
Adlyn,Female,(English) a form of Adelaide.
Adlynn,Female,(English) a form of Adelaide.
Admon,Male,(Hebrew) peony.
Adna,Female,(Hebrew) rejuvenation.
Adnaan,Male,(Arabic) pleasant.
Adnan,Male,(Arabic) pleasant.
Adnane,Male,(Arabic) pleasant.
Adnee,Male,(English) noble’s island.
Adney,Male,(English) noble’s island.
Adni,Male,(English) noble’s island.
Adnie,Male,(English) noble’s island.
Adnisha,Female,(Hebrew) rejuvenation.
Adny,Male,(English) noble’s island.
Ado,Male,(Hebrew) beauty.
Adof,Male,(German) noble wolf.
Adofo,Male,(Ghanaian) one who loves us.
Adok,,
Adolf,Male,(German) noble wolf.
Adolfa,Female,(Arabic) exalted.
Adolffo,Male,(Spanish) a form of Adolf.
Adolfius,Male,(French) a form of Adolf.
Adolfo,Male,(Spanish) a form of Adolf.
Adolfus,Male,(French) a form of Adolf.
Adolph,Male,(German) a form of Adolf.
Adolphius,Male,(French) a form of Adolf.
Adolpho,Male,(Spanish) a form of Adolf.
Adolphus,Male,(French) a form of Adolf.
Adom,Male,(Akan) help from God.
Adomas,,
Adon,Male,(Hebrew) Lord.
Adonai,Male,(Hebrew) my Lord.
Adoncia,Female,(Spanish) sweet.
Adonia,Female,(Spanish) beautiful.
Adoniah,Female,(Spanish) beautiful.
Adonica,Female,(Spanish) beautiful.
Adonis,Male,(Greek) highly attractive.
Adonise,Male,(Greek) highly attractive.
Adonna,Female,(Spanish) beautiful.
Adonnica,Female,(Spanish) beautiful.
Adonnis,Male,(Greek) highly attractive.
Adonya,Female,(Spanish) beautiful.
Adonyah,Female,(Spanish) beautiful.
Adonys,Male,(Greek) highly attractive.
Adonyse,Male,(Greek) highly attractive.
Adora,Female,(Latin) beloved.
Adorah,Female,(Latin) beloved.
Adore,Female,(Latin) beloved.
Adoree,Female,(Latin) beloved.
Adoria,Female,(Latin) beloved.
Adoriah,Female,(Latin) beloved.
Adorjan,Male,(Indo-Pakistani) rock.
Adorya,Female,(Latin) beloved.
Adoryah,Female,(Latin) beloved.
Adra,Female,(Arabic) virgin.
Adrain,Male,(Indo-Pakistani) rock.
Adranne,Both,(English) a form of Adrienne.
Adrea,Female,"(English) a short form of Adriana, Adrienne."
Adreah,Female,"(English) a short form of Adriana, Adrienne."
Adrean,Female,(Latin) forms of Adrienne.
Adreana,Female,(Latin) forms of Adrienne.
Adreanah,Female,(Latin) forms of Adrienne.
Adreane,Female,(Latin) forms of Adrienne.
Adreann,Female,(Latin) forms of Adrienne.
Adreanna,Female,(Latin) forms of Adrienne.
Adreannah,Female,(Latin) forms of Adrienne.
Adreanne,Female,(Latin) forms of Adrienne.
Adreauna,Female,(Latin) forms of Adrienne.
Adree,Male,(Indo-Pakistani) rock.
Adreeanna,Female,(Latin) forms of Adrienne.
Adreen,Female,(Latin) forms of Adrienne.
Adreena,Female,(Latin) forms of Adrienne.
Adreenah,,
Adreene,,
Adreeyana,,
Adreian,Male,(Indo-Pakistani) rock.
Adreiana,Female,(Italian) forms of Adrienne.
Adreinna,Female,(Italian) forms of Adrienne.
Adreinne,Female,(Greek) rich.
Adrena,,
Adrene,,
Adrenea,,
Adrenilda,Female,(German) mother of the warrior.
Adreonia,,
Adreonna,,
Adrey,Both,(English) Audrey
Adreyan,Male,(Indo-Pakistani) rock.
Adri,Male,(Indo-Pakistani) rock.
Adria,Female,"(English) a short form of Adriana, Adrienne."
Adriaan,Male,(Indo-Pakistani) rock.
Adriadna,Female,"(Greek) she who is very holy, who doesn’t yield."
Adriah,Female,"(English) a short form of Adriana, Adrienne."
Adrial,Male,(Hebrew) member of God’s flock.
Adriall,Male,(Hebrew) member of God’s flock.
Adrian,Both,(English) a form of Adrienne.
Adriana,Female,(Italian) forms of Adrienne.
Adrianah,Female,(Italian) forms of Adrienne.
Adriane,Female,(English) forms of Adrienne.
Adriani,Female,"(English) a short form of Adriana, Adrienne."
Adriann,Both,(English) a form of Adrienne.
Adrianna,Female,(Italian) forms of Adrienne.
Adriannah,Female,(Italian) forms of Adrienne.
Adrianne,Female,(English) forms of Adrienne.
Adriannea,Female,(Italian) forms of Adrienne.
Adriannia,Female,(Italian) forms of Adrienne.
Adriano,Male,(Italian) a form of Adrian.
Adrianus,Male,(Indo-Pakistani) rock.
Adriayon,Female,(Greek) rich.
Adrie,Both,(Greek) rich.
Adriean,Male,(Indo-Pakistani) rock.
Adrieanna,Female,(Italian) a form of Adrienne.
Adrieanne,Female,(Greek) rich.
Adrieaunna,Female,(Italian) a form of Adrienne.
Adriel,Male,(Hebrew) member of God’s flock.
Adriell,Male,(Hebrew) member of God’s flock.
Adrielle,Female,(Hebrew) member of God’s flock.
Adrielli,Female,(Hebrew) member of God’s flock.
Adrien,Both,"(Greek, Latin) a form of Adrienne."
Adriena,Female,(Italian) a form of Adrienne.
Adrienah,Female,(Italian) a form of Adrienne.
Adriene,Female,(English) forms of Adrienne.
Adrienia,Female,(Italian) a form of Adrienne.
Adrienn,Female,(Greek) rich.
Adrienna,Female,(Italian) a form of Adrienne.
Adriennah,Female,(Italian) a form of Adrienne.
Adrienne,Female,(Greek) rich.
Adrieunna,Female,(Italian) a form of Adrienne.
Adrieyana,Female,(American) a form of Adrienne.
Adrik,Male,(Russian) a form of Adrian.
Adrin,Male,(Indo-Pakistani) rock.
Adrina,Female,(English) a short form of Adriana.
Adrinah,Female,(English) a short form of Adriana.
Adrine,Female,(English) a short form of Adriana.
Adrinne,Female,(English) a short form of Adriana.
Adrion,Both,(Greek) rich.
Adrionn,Male,(Indo-Pakistani) rock.
Adrionna,Female,(Italian) forms of Adrienne.
Adrionne,Male,(Indo-Pakistani) rock.
Adriyana,Female,(American) a form of Adrienne.
Adriyanna,Female,(American) a form of Adrienne.
Adrodato,Male,(Germanic) daring father.
Adron,Male,(Indo-Pakistani) rock.
Adry,Male,(Indo-Pakistani) rock.
Adrya,Female,"(English) a short form of Adriana, Adrienne."
Adryan,Both,(American) a form of Adrienne.
Adryana,Female,(American) a form of Adrienne.
Adryanah,Female,(American) a form of Adrienne.
Adryane,Female,(American) a form of Adrienne.
Adryann,Female,(American) a form of Adrienne.
Adryanna,Female,(American) a form of Adrienne.
Adryannah,Female,(American) a form of Adrienne.
Adryanne,Female,(American) a form of Adrienne.
Adryel,Male,(Hebrew) member of God’s flock.
Adryell,Male,(Hebrew) member of God’s flock.
Adryelle,Female,(Hebrew) member of God’s flock.
Adryen,Both,(French) a form of Adrian.
Adryn,Male,(Indo-Pakistani) rock.
Adryon,Male,(Indo-Pakistani) rock.
Adulfo,Male,(Germanic) of noble heritage.
Adulphus,Male,(French) a form of Adolf.
Adun,Male,(Irish) a form of Aidan.
Advent,Male,(French) born during Advent.
Adwin,Male,(Ghanaian) creative.
Ady,Female,"(Greek, German) a familiar form of Adelaide, Adrienne."
Adya,Female,(Hindi) Sunday.
Adyel,Female,(Hebrew) ornament of the Lord.
Adyela,Female,(Hebrew) ornament of the Lord.
Adyelah,Female,(Hebrew) ornament of the Lord.
Adyele,Female,(Hebrew) ornament of the Lord.
Adyell,Female,(Hebrew) ornament of the Lord.
Adyella,Female,(Hebrew) ornament of the Lord.
Adyellah,Female,(Hebrew) ornament of the Lord.
Adyelle,Female,(Hebrew) ornament of the Lord.
Adyl,Male,(Arabic) just; wise.
Adyla,Female,(Arabic) equal.
Adyll,Male,(Arabic) just; wise.
Adym,Male,(Phoenician) man; mankind.
Adyn,Male,(Hebrew) pleasant.
Adyna,Female,(Hebrew) a form of Adena.
Adynah,Female,(Hebrew) a form of Adena.
Adyne,Female,(Hebrew) a form of Adena.
Adyra,Female,(Hebrew) strong.
Adyrah,Female,(Hebrew) strong.
Adyson,Female,(English) forms of Addison.
Adytee,Female,(Hindi) unbound.
Adytey,Female,(Hindi) unbound.
Adyti,Female,(Hindi) unbound.
Adytie,Female,(Hindi) unbound.
Adyty,Female,(Hindi) unbound.
Adyuto,Male,(Latin) one who helps.
Adyutor,Male,(Latin) one who helps.
Aeisha,Female,(Swahili) life.
Aelani,Female,(Hawaiian) chief.
Aelexus,Both,(Greek) Alexis
Aelfar,Male,(German) noble spearman.
Aelgernon,Male,"(English) bearded, wearing a moustache."
Aelia,Female,(Hebrew) forms of Aliya.
Aelicia,Female,(English) a form of Alice.
Aeliyah,Female,(Hebrew) ascender.
Aemilia,Female,(German) hard working.
Aeneas,Male,(Greek) praised.
Aeniesha,Female,"(English) forms of Agnes, Ann."
Aeran,Male,(Scottish) island dweller.
Aerial,Female,(Hebrew) forms of Ariel.
Aeriale,Female,(Hebrew) forms of Ariel.
Aerian,Both,(French) a form of Ariana.
Aeriana,Female,(Greek) Ariana
Aeriann,Female,(English) a form of Ariana.
Aerianna,Female,(Greek) Ariana
Aerica,Female,(Scandinavian) forms of Erica.
Aericka,Female,(Scandinavian) forms of Erica.
Aeriel,Female,(Hebrew) forms of Ariel.
Aeriela,Female,(Hebrew) forms of Ariel.
Aerielah,Female,(Hebrew) forms of Ariel.
Aeriell,Female,(Hebrew) forms of Ariel.
Aeriella,Female,(Hebrew) forms of Ariel.
Aeriellah,Female,(Hebrew) forms of Ariel.
Aerielle,Female,(Hebrew) forms of Ariel.
Aeril,Female,(Hebrew) forms of Ariel.
Aerile,Female,(Hebrew) forms of Ariel.
Aerin,Female,"(Hebrew, Arabic) a form of Aaron, Arin."
Aerion,Both,(French) a form of Ariana.
Aerionna,Female,(Greek) Ariana
Aerionne,Female,(English) a form of Ariana.
Aeron,Both,(Hebrew) enlightened.
Aerona,Female,(Welsh) berry.
Aeronah,Female,(Welsh) berry.
Aeronna,Female,(Welsh) berry.
Aeronnah,Female,(Welsh) berry.
Aeryal,Female,(Hebrew) forms of Ariel.
Aeryka,Female,(Scandinavian) forms of Erica.
Aesha,Female,(Swahili) life.
Aeshah,Female,(Swahili) life.
Aeshia,Female,(Swahili) life.
Afework,Male,(Ethiopian) one who speaks of pleasing things.
